step,iter,elementID, GaussPointID,activation,stretch_prev,stretch,sigma_prev,sigma,delta_sigma_prev,delta_sigma 
0,2,1,0,1.000000e-02,1.000000e+00,9.999470e-01,0.000000e+00,7.813312e-04,0.000000e+00,2.559686e-02
0,2,1,1,1.000000e-02,1.000000e+00,9.999470e-01,0.000000e+00,7.813312e-04,0.000000e+00,2.559686e-02
0,2,1,2,1.000000e-02,1.000000e+00,9.999470e-01,0.000000e+00,7.813312e-04,0.000000e+00,2.559686e-02
0,2,1,3,1.000000e-02,1.000000e+00,9.999470e-01,0.000000e+00,7.813312e-04,0.000000e+00,2.559686e-02
1,2,1,0,2.000000e-02,9.999470e-01,9.998882e-01,7.813312e-04,8.895358e-04,2.559686e-02,4.763281e-02
1,2,1,1,2.000000e-02,9.999470e-01,9.998882e-01,7.813312e-04,8.895358e-04,2.559686e-02,4.763281e-02
1,2,1,2,2.000000e-02,9.999470e-01,9.998882e-01,7.813312e-04,8.895358e-04,2.559686e-02,4.763281e-02
1,2,1,3,2.000000e-02,9.999470e-01,9.998882e-01,7.813312e-04,8.895358e-04,2.559686e-02,4.763281e-02
2,2,1,0,3.000000e-02,9.998882e-01,9.998243e-01,8.895358e-04,9.916942e-04,4.763281e-02,6.547487e-02
2,2,1,1,3.000000e-02,9.998882e-01,9.998243e-01,8.895358e-04,9.916942e-04,4.763281e-02,6.547487e-02
2,2,1,2,3.000000e-02,9.998882e-01,9.998243e-01,8.895358e-04,9.916942e-04,4.763281e-02,6.547487e-02
2,2,1,3,3.000000e-02,9.998882e-01,9.998243e-01,8.895358e-04,9.916942e-04,4.763281e-02,6.547487e-02
3,2,1,0,4.000000e-02,9.998243e-01,9.997555e-01,9.916942e-04,1.092458e-03,6.547487e-02,8.255517e-02
3,2,1,1,4.000000e-02,9.998243e-01,9.997555e-01,9.916942e-04,1.092458e-03,6.547487e-02,8.255517e-02
3,2,1,2,4.000000e-02,9.998243e-01,9.997555e-01,9.916942e-04,1.092458e-03,6.547487e-02,8.255517e-02
3,2,1,3,4.000000e-02,9.998243e-01,9.997555e-01,9.916942e-04,1.092458e-03,6.547487e-02,8.255517e-02
4,2,1,0,5.000000e-02,9.997555e-01,9.996815e-01,1.092458e-03,1.199086e-03,8.255517e-02,1.001419e-01
4,2,1,1,5.000000e-02,9.997555e-01,9.996815e-01,1.092458e-03,1.199086e-03,8.255517e-02,1.001419e-01
4,2,1,2,5.000000e-02,9.997555e-01,9.996815e-01,1.092458e-03,1.199086e-03,8.255517e-02,1.001419e-01
4,2,1,3,5.000000e-02,9.997555e-01,9.996815e-01,1.092458e-03,1.199086e-03,8.255517e-02,1.001419e-01
5,2,1,0,6.000000e-02,9.996815e-01,9.996019e-01,1.199086e-03,1.315032e-03,1.001419e-01,1.188068e-01
5,2,1,1,6.000000e-02,9.996815e-01,9.996019e-01,1.199086e-03,1.315032e-03,1.001419e-01,1.188068e-01
5,2,1,2,6.000000e-02,9.996815e-01,9.996019e-01,1.199086e-03,1.315032e-03,1.001419e-01,1.188068e-01
5,2,1,3,6.000000e-02,9.996815e-01,9.996019e-01,1.199086e-03,1.315032e-03,1.001419e-01,1.188068e-01
6,3,1,0,7.000000e-02,9.996019e-01,9.995155e-01,1.315032e-03,1.442540e-03,1.188068e-01,1.388816e-01
6,3,1,1,7.000000e-02,9.996019e-01,9.995155e-01,1.315032e-03,1.442540e-03,1.188068e-01,1.388816e-01
6,3,1,2,7.000000e-02,9.996019e-01,9.995155e-01,1.315032e-03,1.442540e-03,1.188068e-01,1.388816e-01
6,3,1,3,7.000000e-02,9.996019e-01,9.995155e-01,1.315032e-03,1.442540e-03,1.188068e-01,1.388816e-01
7,3,1,0,8.000000e-02,9.995155e-01,9.994219e-01,1.442540e-03,1.583674e-03,1.388816e-01,1.606418e-01
7,3,1,1,8.000000e-02,9.995155e-01,9.994219e-01,1.442540e-03,1.583674e-03,1.388816e-01,1.606418e-01
7,3,1,2,8.000000e-02,9.995155e-01,9.994219e-01,1.442540e-03,1.583674e-03,1.388816e-01,1.606418e-01
7,3,1,3,8.000000e-02,9.995155e-01,9.994219e-01,1.442540e-03,1.583674e-03,1.388816e-01,1.606418e-01
8,3,1,0,9.000000e-02,9.994219e-01,9.993204e-01,1.583674e-03,1.740765e-03,1.606418e-01,1.843826e-01
8,3,1,1,9.000000e-02,9.994219e-01,9.993204e-01,1.583674e-03,1.740765e-03,1.606418e-01,1.843826e-01
8,3,1,2,9.000000e-02,9.994219e-01,9.993204e-01,1.583674e-03,1.740765e-03,1.606418e-01,1.843826e-01
8,3,1,3,9.000000e-02,9.994219e-01,9.993204e-01,1.583674e-03,1.740765e-03,1.606418e-01,1.843826e-01
9,3,1,0,1.000000e-01,9.993204e-01,9.992098e-01,1.740765e-03,1.916852e-03,1.843826e-01,2.104697e-01
9,3,1,1,1.000000e-01,9.993204e-01,9.992098e-01,1.740765e-03,1.916852e-03,1.843826e-01,2.104697e-01
9,3,1,2,1.000000e-01,9.993204e-01,9.992098e-01,1.740765e-03,1.916852e-03,1.843826e-01,2.104697e-01
9,3,1,3,1.000000e-01,9.993204e-01,9.992098e-01,1.740765e-03,1.916852e-03,1.843826e-01,2.104697e-01
10,3,1,0,1.100000e-01,9.992098e-01,9.990889e-01,1.916852e-03,2.116092e-03,2.104697e-01,2.394043e-01
10,3,1,1,1.100000e-01,9.992098e-01,9.990889e-01,1.916852e-03,2.116092e-03,2.104697e-01,2.394043e-01
10,3,1,2,1.100000e-01,9.992098e-01,9.990889e-01,1.916852e-03,2.116092e-03,2.104697e-01,2.394043e-01
10,3,1,3,1.100000e-01,9.992098e-01,9.990889e-01,1.916852e-03,2.116092e-03,2.104697e-01,2.394043e-01
11,3,1,0,1.200000e-01,9.990889e-01,9.989560e-01,2.116092e-03,2.344468e-03,2.394043e-01,2.718934e-01
11,3,1,1,1.200000e-01,9.990889e-01,9.989560e-01,2.116092e-03,2.344468e-03,2.394043e-01,2.718934e-01
11,3,1,2,1.200000e-01,9.990889e-01,9.989560e-01,2.116092e-03,2.344468e-03,2.394043e-01,2.718934e-01
11,3,1,3,1.200000e-01,9.990889e-01,9.989560e-01,2.116092e-03,2.344468e-03,2.394043e-01,2.718934e-01
12,3,1,0,1.300000e-01,9.989560e-01,9.988089e-01,2.344468e-03,2.610914e-03,2.718934e-01,3.089873e-01
12,3,1,1,1.300000e-01,9.989560e-01,9.988089e-01,2.344468e-03,2.610914e-03,2.718934e-01,3.089873e-01
12,3,1,2,1.300000e-01,9.989560e-01,9.988089e-01,2.344468e-03,2.610914e-03,2.718934e-01,3.089873e-01
12,3,1,3,1.300000e-01,9.989560e-01,9.988089e-01,2.344468e-03,2.610914e-03,2.718934e-01,3.089873e-01
13,3,1,0,1.400000e-01,9.988089e-01,9.986443e-01,2.610914e-03,2.929335e-03,3.089873e-01,3.522931e-01
13,3,1,1,1.400000e-01,9.988089e-01,9.986443e-01,2.610914e-03,2.929335e-03,3.089873e-01,3.522931e-01
13,3,1,2,1.400000e-01,9.988089e-01,9.986443e-01,2.610914e-03,2.929335e-03,3.089873e-01,3.522931e-01
13,3,1,3,1.400000e-01,9.988089e-01,9.986443e-01,2.610914e-03,2.929335e-03,3.089873e-01,3.522931e-01
14,3,1,0,1.500000e-01,9.986443e-01,9.984578e-01,2.929335e-03,3.322284e-03,3.522931e-01,4.043988e-01
14,3,1,1,1.500000e-01,9.986443e-01,9.984578e-01,2.929335e-03,3.322284e-03,3.522931e-01,4.043988e-01
14,3,1,2,1.500000e-01,9.986443e-01,9.984578e-01,2.929335e-03,3.322284e-03,3.522931e-01,4.043988e-01
14,3,1,3,1.500000e-01,9.986443e-01,9.984578e-01,2.929335e-03,3.322284e-03,3.522931e-01,4.043988e-01
15,3,1,0,1.600000e-01,9.984578e-01,9.982423e-01,3.322284e-03,3.828404e-03,4.043988e-01,4.697117e-01
15,3,1,1,1.600000e-01,9.984578e-01,9.982423e-01,3.322284e-03,3.828404e-03,4.043988e-01,4.697117e-01
15,3,1,2,1.600000e-01,9.984578e-01,9.982423e-01,3.322284e-03,3.828404e-03,4.043988e-01,4.697117e-01
15,3,1,3,1.600000e-01,9.984578e-01,9.982423e-01,3.322284e-03,3.828404e-03,4.043988e-01,4.697117e-01
16,3,1,0,1.700000e-01,9.982423e-01,9.979863e-01,3.828404e-03,4.516942e-03,4.697117e-01,5.561871e-01
16,3,1,1,1.700000e-01,9.982423e-01,9.979863e-01,3.828404e-03,4.516942e-03,4.697117e-01,5.561871e-01
16,3,1,2,1.700000e-01,9.982423e-01,9.979863e-01,3.828404e-03,4.516942e-03,4.697117e-01,5.561871e-01
16,3,1,3,1.700000e-01,9.982423e-01,9.979863e-01,3.828404e-03,4.516942e-03,4.697117e-01,5.561871e-01
17,3,1,0,1.800000e-01,9.979863e-01,9.976701e-01,4.516942e-03,5.512890e-03,5.561871e-01,6.788982e-01
17,3,1,1,1.800000e-01,9.979863e-01,9.976701e-01,4.516942e-03,5.512890e-03,5.561871e-01,6.788982e-01
17,3,1,2,1.800000e-01,9.979863e-01,9.976701e-01,4.516942e-03,5.512890e-03,5.561871e-01,6.788982e-01
17,3,1,3,1.800000e-01,9.979863e-01,9.976701e-01,4.516942e-03,5.512890e-03,5.561871e-01,6.788982e-01
18,4,1,0,1.900000e-01,9.976701e-01,9.972605e-01,5.512890e-03,7.008954e-03,6.788982e-01,8.657860e-01
18,4,1,1,1.900000e-01,9.976701e-01,9.972605e-01,5.512890e-03,7.008954e-03,6.788982e-01,8.657860e-01
18,4,1,2,1.900000e-01,9.976701e-01,9.972605e-01,5.512890e-03,7.008954e-03,6.788982e-01,8.657860e-01
18,4,1,3,1.900000e-01,9.976701e-01,9.972605e-01,5.512890e-03,7.008954e-03,6.788982e-01,8.657860e-01
19,4,1,0,2.000000e-01,9.972605e-01,9.967199e-01,7.008954e-03,9.105498e-03,8.657860e-01,1.157653e+00
19,4,1,1,2.000000e-01,9.972605e-01,9.967199e-01,7.008954e-03,9.105498e-03,8.657860e-01,1.157653e+00
19,4,1,2,2.000000e-01,9.972605e-01,9.967199e-01,7.008954e-03,9.105498e-03,8.657860e-01,1.157653e+00
19,4,1,3,2.000000e-01,9.972605e-01,9.967199e-01,7.008954e-03,9.105498e-03,8.657860e-01,1.157653e+00
20,4,1,0,2.100000e-01,9.967199e-01,9.960410e-01,9.105498e-03,1.136589e-02,1.157653e+00,1.572188e+00
20,4,1,1,2.100000e-01,9.967199e-01,9.960410e-01,9.105498e-03,1.136589e-02,1.157653e+00,1.572188e+00
20,4,1,2,2.100000e-01,9.967199e-01,9.960410e-01,9.105498e-03,1.136589e-02,1.157653e+00,1.572188e+00
20,4,1,3,2.100000e-01,9.967199e-01,9.960410e-01,9.105498e-03,1.136589e-02,1.157653e+00,1.572188e+00
21,5,1,0,2.200000e-01,9.960410e-01,9.952574e-01,1.136589e-02,1.317501e-02,1.572188e+00,2.047140e+00
21,5,1,1,2.200000e-01,9.960410e-01,9.952574e-01,1.136589e-02,1.317501e-02,1.572188e+00,2.047140e+00
21,5,1,2,2.200000e-01,9.960410e-01,9.952574e-01,1.136589e-02,1.317501e-02,1.572188e+00,2.047140e+00
21,5,1,3,2.200000e-01,9.960410e-01,9.952574e-01,1.136589e-02,1.317501e-02,1.572188e+00,2.047140e+00
22,5,1,0,2.300000e-01,9.952574e-01,9.943968e-01,1.317501e-02,1.463169e-02,2.047140e+00,2.506969e+00
22,5,1,1,2.300000e-01,9.952574e-01,9.943968e-01,1.317501e-02,1.463169e-02,2.047140e+00,2.506969e+00
22,5,1,2,2.300000e-01,9.952574e-01,9.943968e-01,1.317501e-02,1.463169e-02,2.047140e+00,2.506969e+00
22,5,1,3,2.300000e-01,9.952574e-01,9.943968e-01,1.317501e-02,1.463169e-02,2.047140e+00,2.506969e+00
23,5,1,0,2.400000e-01,9.943968e-01,9.934630e-01,1.463169e-02,1.606266e-02,2.506969e+00,2.974219e+00
23,5,1,1,2.400000e-01,9.943968e-01,9.934630e-01,1.463169e-02,1.606266e-02,2.506969e+00,2.974219e+00
23,5,1,2,2.400000e-01,9.943968e-01,9.934630e-01,1.463169e-02,1.606266e-02,2.506969e+00,2.974219e+00
23,5,1,3,2.400000e-01,9.943968e-01,9.934630e-01,1.463169e-02,1.606266e-02,2.506969e+00,2.974219e+00
24,6,1,0,2.500000e-01,9.934630e-01,9.924567e-01,1.606266e-02,1.749827e-02,2.974219e+00,3.489352e+00
24,6,1,1,2.500000e-01,9.934630e-01,9.924567e-01,1.606266e-02,1.749827e-02,2.974219e+00,3.489352e+00
24,6,1,2,2.500000e-01,9.934630e-01,9.924567e-01,1.606266e-02,1.749827e-02,2.974219e+00,3.489352e+00
24,6,1,3,2.500000e-01,9.934630e-01,9.924567e-01,1.606266e-02,1.749827e-02,2.974219e+00,3.489352e+00
25,6,1,0,2.600000e-01,9.924567e-01,9.913856e-01,1.749827e-02,1.886165e-02,3.489352e+00,4.013082e+00
25,6,1,1,2.600000e-01,9.924567e-01,9.913856e-01,1.749827e-02,1.886165e-02,3.489352e+00,4.013082e+00
25,6,1,2,2.600000e-01,9.924567e-01,9.913856e-01,1.749827e-02,1.886165e-02,3.489352e+00,4.013082e+00
25,6,1,3,2.600000e-01,9.924567e-01,9.913856e-01,1.749827e-02,1.886165e-02,3.489352e+00,4.013082e+00
26,6,1,0,2.700000e-01,9.913856e-01,9.902543e-01,1.886165e-02,2.017991e-02,4.013082e+00,4.487927e+00
26,6,1,1,2.700000e-01,9.913856e-01,9.902543e-01,1.886165e-02,2.017991e-02,4.013082e+00,4.487927e+00
26,6,1,2,2.700000e-01,9.913856e-01,9.902543e-01,1.886165e-02,2.017991e-02,4.013082e+00,4.487927e+00
26,6,1,3,2.700000e-01,9.913856e-01,9.902543e-01,1.886165e-02,2.017991e-02,4.013082e+00,4.487927e+00
27,7,1,0,2.800000e-01,9.902543e-01,9.890695e-01,2.017991e-02,2.141431e-02,4.487927e+00,4.900439e+00
27,7,1,1,2.800000e-01,9.902543e-01,9.890695e-01,2.017991e-02,2.141431e-02,4.487927e+00,4.900439e+00
27,7,1,2,2.800000e-01,9.902543e-01,9.890695e-01,2.017991e-02,2.141431e-02,4.487927e+00,4.900439e+00
27,7,1,3,2.800000e-01,9.902543e-01,9.890695e-01,2.017991e-02,2.141431e-02,4.487927e+00,4.900439e+00
28,7,1,0,2.900000e-01,9.890695e-01,9.878447e-01,2.141431e-02,2.247891e-02,4.900439e+00,5.258481e+00
28,7,1,1,2.900000e-01,9.890695e-01,9.878447e-01,2.141431e-02,2.247891e-02,4.900439e+00,5.258481e+00
28,7,1,2,2.900000e-01,9.890695e-01,9.878447e-01,2.141431e-02,2.247891e-02,4.900439e+00,5.258481e+00
28,7,1,3,2.900000e-01,9.890695e-01,9.878447e-01,2.141431e-02,2.247891e-02,4.900439e+00,5.258481e+00
29,7,1,0,3.000000e-01,9.878447e-01,9.865948e-01,2.247891e-02,2.334192e-02,5.258481e+00,5.570717e+00
29,7,1,1,3.000000e-01,9.878447e-01,9.865948e-01,2.247891e-02,2.334192e-02,5.258481e+00,5.570717e+00
29,7,1,2,3.000000e-01,9.878447e-01,9.865948e-01,2.247891e-02,2.334192e-02,5.258481e+00,5.570717e+00
29,7,1,3,3.000000e-01,9.878447e-01,9.865948e-01,2.247891e-02,2.334192e-02,5.258481e+00,5.570717e+00
30,7,1,0,3.100000e-01,9.865948e-01,9.853312e-01,2.334192e-02,2.404877e-02,5.570717e+00,5.845103e+00
30,7,1,1,3.100000e-01,9.865948e-01,9.853312e-01,2.334192e-02,2.404877e-02,5.570717e+00,5.845103e+00
30,7,1,2,3.100000e-01,9.865948e-01,9.853312e-01,2.334192e-02,2.404877e-02,5.570717e+00,5.845103e+00
30,7,1,3,3.100000e-01,9.865948e-01,9.853312e-01,2.334192e-02,2.404877e-02,5.570717e+00,5.845103e+00
31,7,1,0,3.200000e-01,9.853312e-01,9.840606e-01,2.404877e-02,2.466127e-02,5.845103e+00,6.090164e+00
31,7,1,1,3.200000e-01,9.853312e-01,9.840606e-01,2.404877e-02,2.466127e-02,5.845103e+00,6.090164e+00
31,7,1,2,3.200000e-01,9.853312e-01,9.840606e-01,2.404877e-02,2.466127e-02,5.845103e+00,6.090164e+00
31,7,1,3,3.200000e-01,9.853312e-01,9.840606e-01,2.404877e-02,2.466127e-02,5.845103e+00,6.090164e+00
32,7,1,0,3.300000e-01,9.840606e-01,9.827867e-01,2.466127e-02,2.522395e-02,6.090164e+00,6.314785e+00
32,7,1,1,3.300000e-01,9.840606e-01,9.827867e-01,2.466127e-02,2.522395e-02,6.090164e+00,6.314785e+00
32,7,1,2,3.300000e-01,9.840606e-01,9.827867e-01,2.466127e-02,2.522395e-02,6.090164e+00,6.314785e+00
32,7,1,3,3.300000e-01,9.840606e-01,9.827867e-01,2.466127e-02,2.522395e-02,6.090164e+00,6.314785e+00
33,8,1,0,3.400000e-01,9.827867e-01,9.815103e-01,2.522395e-02,2.576407e-02,6.314785e+00,6.527355e+00
33,8,1,1,3.400000e-01,9.827867e-01,9.815103e-01,2.522395e-02,2.576407e-02,6.314785e+00,6.527355e+00
33,8,1,2,3.400000e-01,9.827867e-01,9.815103e-01,2.522395e-02,2.576407e-02,6.314785e+00,6.527355e+00
33,8,1,3,3.400000e-01,9.827867e-01,9.815103e-01,2.522395e-02,2.576407e-02,6.314785e+00,6.527355e+00
34,8,1,0,3.500000e-01,9.815103e-01,9.802325e-01,2.576407e-02,2.629914e-02,6.527355e+00,6.735238e+00
34,8,1,1,3.500000e-01,9.815103e-01,9.802325e-01,2.576407e-02,2.629914e-02,6.527355e+00,6.735238e+00
34,8,1,2,3.500000e-01,9.815103e-01,9.802325e-01,2.576407e-02,2.629914e-02,6.527355e+00,6.735238e+00
34,8,1,3,3.500000e-01,9.815103e-01,9.802325e-01,2.576407e-02,2.629914e-02,6.527355e+00,6.735238e+00
35,8,1,0,3.600000e-01,9.802325e-01,9.789527e-01,2.629914e-02,2.684157e-02,6.735238e+00,6.944553e+00
35,8,1,1,3.600000e-01,9.802325e-01,9.789527e-01,2.629914e-02,2.684157e-02,6.735238e+00,6.944553e+00
35,8,1,2,3.600000e-01,9.802325e-01,9.789527e-01,2.629914e-02,2.684157e-02,6.735238e+00,6.944553e+00
35,8,1,3,3.600000e-01,9.802325e-01,9.789527e-01,2.629914e-02,2.684157e-02,6.735238e+00,6.944553e+00
36,8,1,0,3.700000e-01,9.789527e-01,9.776698e-01,2.684157e-02,2.740090e-02,6.944553e+00,7.160164e+00
36,8,1,1,3.700000e-01,9.789527e-01,9.776698e-01,2.684157e-02,2.740090e-02,6.944553e+00,7.160164e+00
36,8,1,2,3.700000e-01,9.789527e-01,9.776698e-01,2.684157e-02,2.740090e-02,6.944553e+00,7.160164e+00
36,8,1,3,3.700000e-01,9.789527e-01,9.776698e-01,2.684157e-02,2.740090e-02,6.944553e+00,7.160164e+00
37,8,1,0,3.800000e-01,9.776698e-01,9.763821e-01,2.740090e-02,2.798415e-02,7.160164e+00,7.385544e+00
37,8,1,1,3.800000e-01,9.776698e-01,9.763821e-01,2.740090e-02,2.798415e-02,7.160164e+00,7.385544e+00
37,8,1,2,3.800000e-01,9.776698e-01,9.763821e-01,2.740090e-02,2.798415e-02,7.160164e+00,7.385544e+00
37,8,1,3,3.800000e-01,9.776698e-01,9.763821e-01,2.740090e-02,2.798415e-02,7.160164e+00,7.385544e+00
38,8,1,0,3.900000e-01,9.763821e-01,9.750877e-01,2.798415e-02,2.859582e-02,7.385544e+00,7.622485e+00
38,8,1,1,3.900000e-01,9.763821e-01,9.750877e-01,2.798415e-02,2.859582e-02,7.385544e+00,7.622485e+00
38,8,1,2,3.900000e-01,9.763821e-01,9.750877e-01,2.798415e-02,2.859582e-02,7.385544e+00,7.622485e+00
38,8,1,3,3.900000e-01,9.763821e-01,9.750877e-01,2.798415e-02,2.859582e-02,7.385544e+00,7.622485e+00
39,8,1,0,4.000000e-01,9.750877e-01,9.737848e-01,2.859582e-02,2.923734e-02,7.622485e+00,7.870736e+00
39,8,1,1,4.000000e-01,9.750877e-01,9.737848e-01,2.859582e-02,2.923734e-02,7.622485e+00,7.870736e+00
39,8,1,2,4.000000e-01,9.750877e-01,9.737848e-01,2.859582e-02,2.923734e-02,7.622485e+00,7.870736e+00
39,8,1,3,4.000000e-01,9.750877e-01,9.737848e-01,2.859582e-02,2.923734e-02,7.622485e+00,7.870736e+00
40,8,1,0,4.100000e-01,9.737848e-01,9.724715e-01,2.923734e-02,2.990624e-02,7.870736e+00,8.127718e+00
40,8,1,1,4.100000e-01,9.737848e-01,9.724715e-01,2.923734e-02,2.990624e-02,7.870736e+00,8.127718e+00
40,8,1,2,4.100000e-01,9.737848e-01,9.724715e-01,2.923734e-02,2.990624e-02,7.870736e+00,8.127718e+00
40,8,1,3,4.100000e-01,9.737848e-01,9.724715e-01,2.923734e-02,2.990624e-02,7.870736e+00,8.127718e+00
41,9,1,0,4.200000e-01,9.724715e-01,9.711460e-01,2.990624e-02,3.059562e-02,8.127718e+00,8.388656e+00
41,9,1,1,4.200000e-01,9.724715e-01,9.711460e-01,2.990624e-02,3.059562e-02,8.127718e+00,8.388656e+00
41,9,1,2,4.200000e-01,9.724715e-01,9.711460e-01,2.990624e-02,3.059562e-02,8.127718e+00,8.388656e+00
41,9,1,3,4.200000e-01,9.724715e-01,9.711460e-01,2.990624e-02,3.059562e-02,8.127718e+00,8.388656e+00
42,9,1,0,4.300000e-01,9.711460e-01,9.698085e-01,3.059562e-02,3.129425e-02,8.388656e+00,8.647263e+00
42,9,1,1,4.300000e-01,9.711460e-01,9.698085e-01,3.059562e-02,3.129425e-02,8.388656e+00,8.647263e+00
42,9,1,2,4.300000e-01,9.711460e-01,9.698085e-01,3.059562e-02,3.129425e-02,8.388656e+00,8.647263e+00
42,9,1,3,4.300000e-01,9.711460e-01,9.698085e-01,3.059562e-02,3.129425e-02,8.388656e+00,8.647263e+00
43,9,1,0,4.400000e-01,9.698085e-01,9.684595e-01,3.129425e-02,3.198795e-02,8.647263e+00,8.896892e+00
43,9,1,1,4.400000e-01,9.698085e-01,9.684595e-01,3.129425e-02,3.198795e-02,8.647263e+00,8.896892e+00
43,9,1,2,4.400000e-01,9.698085e-01,9.684595e-01,3.129425e-02,3.198795e-02,8.647263e+00,8.896892e+00
43,9,1,3,4.400000e-01,9.698085e-01,9.684595e-01,3.129425e-02,3.198795e-02,8.647263e+00,8.896892e+00
44,9,1,0,4.500000e-01,9.684595e-01,9.671007e-01,3.198795e-02,3.266243e-02,8.896892e+00,9.131914e+00
44,9,1,1,4.500000e-01,9.684595e-01,9.671007e-01,3.198795e-02,3.266243e-02,8.896892e+00,9.131914e+00
44,9,1,2,4.500000e-01,9.684595e-01,9.671007e-01,3.198795e-02,3.266243e-02,8.896892e+00,9.131914e+00
44,9,1,3,4.500000e-01,9.684595e-01,9.671007e-01,3.198795e-02,3.266243e-02,8.896892e+00,9.131914e+00
45,9,1,0,4.600000e-01,9.671007e-01,9.657345e-01,3.266243e-02,3.330632e-02,9.131914e+00,9.348717e+00
45,9,1,1,4.600000e-01,9.671007e-01,9.657345e-01,3.266243e-02,3.330632e-02,9.131914e+00,9.348717e+00
45,9,1,2,4.600000e-01,9.671007e-01,9.657345e-01,3.266243e-02,3.330632e-02,9.131914e+00,9.348717e+00
45,9,1,3,4.600000e-01,9.671007e-01,9.657345e-01,3.266243e-02,3.330632e-02,9.131914e+00,9.348717e+00
46,9,1,0,4.700000e-01,9.657345e-01,9.643635e-01,3.330632e-02,3.391291e-02,9.348717e+00,9.546059e+00
46,9,1,1,4.700000e-01,9.657345e-01,9.643635e-01,3.330632e-02,3.391291e-02,9.348717e+00,9.546059e+00
46,9,1,2,4.700000e-01,9.657345e-01,9.643635e-01,3.330632e-02,3.391291e-02,9.348717e+00,9.546059e+00
46,9,1,3,4.700000e-01,9.657345e-01,9.643635e-01,3.330632e-02,3.391291e-02,9.348717e+00,9.546059e+00
47,9,1,0,4.800000e-01,9.643635e-01,9.629906e-01,3.391291e-02,3.448061e-02,9.546059e+00,9.724741e+00
47,9,1,1,4.800000e-01,9.643635e-01,9.629906e-01,3.391291e-02,3.448061e-02,9.546059e+00,9.724741e+00
47,9,1,2,4.800000e-01,9.643635e-01,9.629906e-01,3.391291e-02,3.448061e-02,9.546059e+00,9.724741e+00
47,9,1,3,4.800000e-01,9.643635e-01,9.629906e-01,3.391291e-02,3.448061e-02,9.546059e+00,9.724741e+00
48,9,1,0,4.900000e-01,9.629906e-01,9.616183e-01,3.448061e-02,3.501217e-02,9.724741e+00,9.886985e+00
48,9,1,1,4.900000e-01,9.629906e-01,9.616183e-01,3.448061e-02,3.501217e-02,9.724741e+00,9.886985e+00
48,9,1,2,4.900000e-01,9.629906e-01,9.616183e-01,3.448061e-02,3.501217e-02,9.724741e+00,9.886985e+00
48,9,1,3,4.900000e-01,9.629906e-01,9.616183e-01,3.448061e-02,3.501217e-02,9.724741e+00,9.886985e+00
49,9,1,0,5.000000e-01,9.616183e-01,9.602488e-01,3.501217e-02,3.551283e-02,9.886985e+00,1.003565e+01
49,9,1,1,5.000000e-01,9.616183e-01,9.602488e-01,3.501217e-02,3.551283e-02,9.886985e+00,1.003565e+01
49,9,1,2,5.000000e-01,9.616183e-01,9.602488e-01,3.501217e-02,3.551283e-02,9.886985e+00,1.003565e+01
49,9,1,3,5.000000e-01,9.616183e-01,9.602488e-01,3.501217e-02,3.551283e-02,9.886985e+00,1.003565e+01
50,9,1,0,5.100000e-01,9.602488e-01,9.588836e-01,3.551283e-02,3.598886e-02,1.003565e+01,1.017371e+01
50,9,1,1,5.100000e-01,9.602488e-01,9.588836e-01,3.551283e-02,3.598886e-02,1.003565e+01,1.017371e+01
50,9,1,2,5.100000e-01,9.602488e-01,9.588836e-01,3.551283e-02,3.598886e-02,1.003565e+01,1.017371e+01
50,9,1,3,5.100000e-01,9.602488e-01,9.588836e-01,3.551283e-02,3.598886e-02,1.003565e+01,1.017371e+01
51,9,1,0,5.200000e-01,9.588836e-01,9.575239e-01,3.598886e-02,3.644650e-02,1.017371e+01,1.030376e+01
51,9,1,1,5.200000e-01,9.588836e-01,9.575239e-01,3.598886e-02,3.644650e-02,1.017371e+01,1.030376e+01
51,9,1,2,5.200000e-01,9.588836e-01,9.575239e-01,3.598886e-02,3.644650e-02,1.017371e+01,1.030376e+01
51,9,1,3,5.200000e-01,9.588836e-01,9.575239e-01,3.598886e-02,3.644650e-02,1.017371e+01,1.030376e+01
52,10,1,0,5.300000e-01,9.575239e-01,9.561696e-01,3.644650e-02,3.689147e-02,1.030376e+01,1.042812e+01
52,10,1,1,5.300000e-01,9.575239e-01,9.561696e-01,3.644650e-02,3.689147e-02,1.030376e+01,1.042812e+01
52,10,1,2,5.300000e-01,9.575239e-01,9.561696e-01,3.644650e-02,3.689147e-02,1.030376e+01,1.042812e+01
52,10,1,3,5.300000e-01,9.575239e-01,9.561696e-01,3.644650e-02,3.689147e-02,1.030376e+01,1.042812e+01
53,10,1,0,5.400000e-01,9.561696e-01,9.548219e-01,3.689147e-02,3.732831e-02,1.042812e+01,1.054851e+01
53,10,1,1,5.400000e-01,9.561696e-01,9.548219e-01,3.689147e-02,3.732831e-02,1.042812e+01,1.054851e+01
53,10,1,2,5.400000e-01,9.561696e-01,9.548219e-01,3.689147e-02,3.732831e-02,1.042812e+01,1.054851e+01
53,10,1,3,5.400000e-01,9.561696e-01,9.548219e-01,3.689147e-02,3.732831e-02,1.042812e+01,1.054851e+01
54,10,1,0,5.500000e-01,9.548219e-01,9.534808e-01,3.732831e-02,3.776077e-02,1.054851e+01,1.066638e+01
